OBJECTID,REACHCODE,REACHRESOL,SOURCE_ORI,SOURCE_FEA,FEATUREDET,Measure,EventType,FLComID,AGENCY_CD,STATION_NM,STATE_CD,STATE,DASqMi,DASqKm,LatSite,LonSite,Active,ActiveDate,OBJECTID_2,GRIDCODE,FEATUREID,SOURCEFC,AreaSqKM,Shape_Leng,Shape_Area,AREA,PERIMETER,PHYSIODD_,PHYSIODD_I,FCODE,FENCODE,DIVISION,PROVINCE,SECTION,PROVCODE
791,"01080203000032",Medium,"USGS, Water Resources Division","01169000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01169000,23.478349999999999,StreamGage,"10294784",USGS,"NORTH RIVER AT SHATTUCKVILLE, MA","25",MA,89.000000000000000,230.509999999999991,42.638417750000002,-72.725092200000006,"1","20151006",46794,"1857578","10294784",NHDFlowline,13.563000000000001,0.212165200245461,0.001488783439263,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
815,"01020003000022",Medium,"USGS, Water Resources Division","01030500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01030500,30.623410000000000,StreamGage,"3923",USGS,"Mattawamkeag River near Mattawamkeag, Maine","23",ME,1418.000000000000000,3672.619999999999891,45.501111100000003,-68.305833300000003,"1","20151006",2097,"1811848","3923",NHDFlowline,1.848600000000000,0.104352979819614,0.000212830997378,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
820,"02080104000274",Medium,"USGS, Water Resources Division","01669000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01669000,79.351550000000003,StreamGage,"8479268",USGS,"PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA","51",VA,27.899999999999999,72.260999999999996,37.877081900000000,-76.900520999999998,"1","20151006",166565,"1761431","8479268",NHDFlowline,5.775300000000000,0.147437416782724,0.000591431606738,4.279,42.493,"257","271","31",3a,ATLANTIC PLAIN,COASTAL PLAIN,EMBAYED,"3"
826,"01010003000003",Medium,"USGS, Water Resources Division","01013500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01013500,7.094170000000000,StreamGage,"724696",USGS,"Fish River near Fort Kent, Maine","23",ME,873.000000000000000,2261.070000000000164,47.237499999999997,-68.582777780000001,"1","20151006",1670,"1811401","724696",NHDFlowline,2.421000000000000,0.110844295950848,0.000287573434911,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
840,"01080103000442",Medium,"USGS, Water Resources Division","01137500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01137500,32.035220000000002,StreamGage,"4594599",USGS,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH","33",NH,87.599999999999994,226.883999999999986,44.268674099999998,-71.630361699999995,"1","20151006",40047,"1850714","4594599",NHDFlowline,17.747100000000000,0.335788319998951,0.002000395361783,2.978,10.826,"67","77","93",9c,APPALACHIAN HIGHLANDS,NEW ENGLAND,WHITE MOUNTAIN,"9"
843,"02080201000108",Medium,"USGS, Water Resources Division","02015700",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02015700,35.359780000000001,StreamGage,"8520749",USGS,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA","51",VA,110.000000000000000,284.899999999999977,38.195403079999998,-79.570323380000005,"1","20151006",176628,"1771680","8520749",NHDFlowline,3.289500000000000,0.111512884343826,0.000338316541270,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
873,"01020004000247",Medium,"USGS, Water Resources Division","01031500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01031500,0.882370000000000,StreamGage,"1722317",USGS,"Piscataquis River near Dover-Foxcroft, Maine","23",ME,298.000000000000000,771.820000000000050,45.174999999999997,-69.314722200000006,"1","20151006",3366,"1813146","1722317",NHDFlowline,4.929300000000000,0.130177176420636,0.000564242231272,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
884,"01050002004202",Medium,"USGS, Water Resources Division","01022500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01022500,51.967720000000000,StreamGage,"2677104",USGS,"Narraguagus River at Cherryfield, Maine","23",ME,227.000000000000000,587.929999999999950,44.608055559999997,-67.935277780000007,"1","20151006",24149,"1834391","2677104",NHDFlowline,0.207000000000000,0.024215025167839,0.000023466576647,0.858,10.350,"81","80","91",9a,APPALACHIAN HIGHLANDS,NEW ENGLAND,SEABOARD LOWLAND,"9"
907,"01040002000115",Medium,"USGS, Water Resources Division","01054200",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01054200,12.229609999999999,StreamGage,"6716129",USGS,"Wild River at Gilead, Maine","23",ME,69.599999999999994,180.264000000000010,44.390555560000003,-70.979722199999998,"1","20151006",18628,"1828755","6716129",NHDFlowline,1.178100000000000,0.085893587815073,0.000133057933392,2.978,10.826,"67","77","93",9c,APPALACHIAN HIGHLANDS,NEW ENGLAND,WHITE MOUNTAIN,"9"
923,"04150500006568",Medium,"USGS, Water Resources Division","04296000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04296000,24.210220000000000,StreamGage,"4599789",USGS,"BLACK RIVER AT COVENTRY, VT","50",VT,122.000000000000000,315.980000000000018,44.868936300000001,-72.270104099999998,"1","20151006",65897,"1877277","4599789",NHDFlowline,5.424300000000000,0.154311651369074,0.000617715972690,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
925,"01040002000055",Medium,"USGS, Water Resources Division","01055000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01055000,33.134760000000000,StreamGage,"6709987",USGS,"Swift River near Roxbury, Maine","23",ME,96.900000000000006,250.971000000000004,44.642777780000003,-70.588888890000007,"1","20151006",18657,"1828784","6709987",NHDFlowline,9.984600000000000,0.203079044248860,0.001132626824620,2.978,10.826,"67","77","93",9c,APPALACHIAN HIGHLANDS,NEW ENGLAND,WHITE MOUNTAIN,"9"
928,"01030003001865",Medium,"USGS, Water Resources Division","01047000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01047000,70.606629999999996,StreamGage,"3321976",USGS,"Carrabassett River near North Anson, Maine","23",ME,353.000000000000000,914.269999999999982,44.869166669999998,-69.954999999999998,"1","20151006",16988,"1827085","3321976",NHDFlowline,5.083200000000000,0.180468265622115,0.000578896564570,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
957,"01040002000183",Medium,"USGS, Water Resources Division","01057000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01057000,80.474239999999995,StreamGage,"6711893",USGS,"Little Androscoggin River near South Paris, Maine","23",ME,73.500000000000000,190.365000000000009,44.303888890000003,-70.539722200000000,"1","20151006",19005,"1829150","6711893",NHDFlowline,9.018000000000001,0.195697935331755,0.001016947901270,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
968,"01080103000255",Medium,"USGS, Water Resources Division","01139000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01139000,65.554800000000000,StreamGage,"4573927",USGS,"WELLS RIVER AT WELLS RIVER, VT","50",VT,98.400000000000006,254.855999999999995,44.150341300000001,-72.065091499999994,"1","20151006",39825,"1850488","4573927",NHDFlowline,4.836600000000000,0.149815647210033,0.000544053330169,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
989,"01080104002464",Medium,"USGS, Water Resources Division","01139800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01139800,35.829979999999999,StreamGage,"4573939",USGS,"EAST ORANGE BRANCH AT EAST ORANGE, VT","50",VT,8.949999999999999,23.180499999999999,44.092841900000003,-72.335653269999995,"1","20151006",40235,"1850906","4573939",NHDFlowline,9.794700000000001,0.190412871889835,0.001100828072045,11.837,36.376,"37","57","92",9b,APPALACHIAN HIGHLANDS,NEW ENGLAND,NEW ENGLAND UPLAND,"9"
1000,"02080201000048",Medium,"USGS, Water Resources Division","02016000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02016000,12.592079999999999,StreamGage,"8523325",USGS,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA","51",VA,461.000000000000000,1193.990000000000009,37.791795870000001,-79.759491699999998,"1","20151006",175979,"1771019","8523325",NHDFlowline,4.577400000000000,0.165239341347218,0.000468183135594,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1025,"01080102000010",Medium,"USGS, Water Resources Division","01134500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01134500,88.754339999999999,StreamGage,"4570675",USGS,"MOOSE RIVER AT VICTORY, VT","50",VT,75.200000000000003,194.768000000000001,44.511723099999998,-71.837314300000003,"1","20151006",39526,"1850185","4570675",NHDFlowline,15.214499999999999,0.294533732114062,0.001722021841656,2.978,10.826,"67","77","93",9c,APPALACHIAN HIGHLANDS,NEW ENGLAND,WHITE MOUNTAIN,"9"
1067,"02080103000260",Medium,"USGS, Water Resources Division","01666500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01666500,45.771099999999997,StreamGage,"8468559",USGS,"ROBINSON RIVER NEAR LOCUST DALE, VA","51",VA,179.000000000000000,463.610000000000014,38.325130469999998,-78.095555700000006,"1","20151006",165723,"1760582","8468559",NHDFlowline,5.807700000000000,0.188710219077125,0.000598346684805,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1069,"02080201000367",Medium,"USGS, Water Resources Division","02018000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02018000,69.103260000000006,StreamGage,"8522521",USGS,"CRAIG CREEK AT PARR, VA","51",VA,329.000000000000000,852.110000000000014,37.665961740000000,-79.911438799999999,"1","20151006",176312,"1771358","8522521",NHDFlowline,0.171900000000000,0.022698692287785,0.000017554263655,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1108,"02080103000253",Medium,"USGS, Water Resources Division","01667500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01667500,66.944559999999996,StreamGage,"8467225",USGS,"RAPIDAN RIVER NEAR CULPEPER, VA","51",VA,468.000000000000000,1212.119999999999891,38.350407740000001,-77.974997200000004,"1","20151006",166128,"1760990","8467225",NHDFlowline,1.468800000000000,0.074683170537107,0.000151380565322,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1114,"02080102000054",Medium,"USGS, Water Resources Division","01669520",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01669520,88.421679999999995,StreamGage,"8457352",USGS,"DRAGON SWAMP AT MASCOT, VA","51",VA,109.000000000000000,282.310000000000002,37.633752899999998,-76.696346800000001,"1","20151006",163862,"1758697","8457352",NHDFlowline,0.365400000000000,0.043757941992902,0.000037296462900,4.279,42.493,"257","271","31",3a,ATLANTIC PLAIN,COASTAL PLAIN,EMBAYED,"3"
1124,"02070005000066",Medium,"USGS, Water Resources Division","01620500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01620500,9.425840000000001,StreamGage,"5909157",USGS,"NORTH RIVER NEAR STOKESVILLE, VA","51",VA,17.300000000000001,44.807000000000002,38.335000000000001,-79.239166699999998,"1","20151006",155288,"1749983","5909157",NHDFlowline,42.770699999999998,0.436740981708823,0.004408414156419,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1127,"02080201000217",Medium,"USGS, Water Resources Division","02011460",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02011460,77.831810000000004,StreamGage,"8520739",USGS,"BACK CREEK NEAR SUNRISE, VA","51",VA,60.899999999999999,157.730999999999995,38.245401289999997,-79.768663279999998,"1","20151006",176953,"1772006","8520739",NHDFlowline,108.402299999999997,0.729113453347830,0.011150415308958,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1133,"02080201000203",Medium,"USGS, Water Resources Division","02011400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02011400,66.849209999999999,StreamGage,"8520617",USGS,"JACKSON RIVER NEAR BACOVA, VA","51",VA,157.000000000000000,406.629999999999995,38.042347069999998,-79.881443899999994,"1","20151006",176987,"1772040","8520617",NHDFlowline,8.411400000000000,0.188629596909964,0.000863195389518,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1141,"02080203000245",Medium,"USGS, Water Resources Division","02027000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02027000,10.887040000000001,StreamGage,"8547581",USGS,"TYE RIVER NEAR LOVINGSTON, VA","51",VA,93.000000000000000,240.870000000000005,37.715418679999999,-78.981690999999998,"1","20151006",179713,"1774792","8547581",NHDFlowline,10.737900000000000,0.229380650298053,0.001097553493265,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1159,"02070011000919",Medium,"USGS, Water Resources Division","01658500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01658500,88.522199999999998,StreamGage,"4529107",USGS,"S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA","51",VA,7.620000000000000,19.735800000000001,38.587342700000001,-77.428595799999997,"1","20151006",162307,"1757110","4529107",NHDFlowline,5.182200000000000,0.131155690423183,0.000535827628756,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1162,"02080203000283",Medium,"USGS, Water Resources Division","02027500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02027500,60.057440000000000,StreamGage,"8549853",USGS,"PINEY RIVER AT PINEY RIVER, VA","51",VA,47.700000000000003,123.543000000000006,37.702362500000000,-79.027525400000002,"1","20151006",179641,"1774720","8549853",NHDFlowline,5.940900000000000,0.182427001004166,0.000607009301458,0.782,8.781,"226","241","51",5a,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"5"
1165,"02080201000418",Medium,"USGS, Water Resources Division","02017500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02017500,43.144579999999998,StreamGage,"8525659",USGS,"JOHNS CREEK AT NEW CASTLE, VA","51",VA,105.000000000000000,271.949999999999989,37.506239700000002,-80.106714999999994,"1","20151006",176715,"1771767","8525659",NHDFlowline,1.242000000000000,0.062302055238641,0.000126564652186,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1181,"02080103000052",Medium,"USGS, Water Resources Division","01664000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01664000,37.684390000000000,StreamGage,"8465429",USGS,"RAPPAHANNOCK RIVER AT REMINGTON, VA","51",VA,619.000000000000000,1603.210000000000036,38.530679960000001,-77.813604499999997,"1","20151006",165446,"1760304","8465429",NHDFlowline,0.449100000000000,0.035173204098054,0.000046397410776,0.709,6.993,"225","239","42",4b,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT LOWLANDS,"4"
1194,"02070006000080",Medium,"USGS, Water Resources Division","01632000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01632000,34.957839999999997,StreamGage,"8441037",USGS,"N F SHENANDOAH RIVER AT COOTES STORE, VA","51",VA,210.000000000000000,543.899999999999977,38.637062540000002,-78.852802999999994,"1","20151006",156010,"1750724","8441037",NHDFlowline,7.907400000000000,0.186889859723812,0.000818182519390,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1210,"02080201000225",Medium,"USGS, Water Resources Division","02013000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02013000,71.346680000000006,StreamGage,"8525587",USGS,"DUNLAP CREEK NEAR COVINGTON, VA","51",VA,162.000000000000000,419.579999999999984,37.802902199999998,-80.047004299999998,"1","20151006",176938,"1771990","8525587",NHDFlowline,9.473400000000000,0.243107007919525,0.000969175409992,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1251,"02070001001037",Medium,"USGS, Water Resources Division","01605500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01605500,76.421160000000000,StreamGage,"8423458",USGS,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV","54",WV,179.000000000000000,463.610000000000014,38.635672470000003,-79.337819900000000,"1","20151006",149262,"1743815","8423458",NHDFlowline,12.716100000000001,0.223456461233391,0.001315728962163,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1255,"02080203000138",Medium,"USGS, Water Resources Division","02028500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02028500,92.648330000000001,StreamGage,"8547459",USGS,"ROCKFISH RIVER NEAR GREENFIELD, VA","51",VA,94.799999999999997,245.532000000000011,37.869584990000000,-78.823354300000005,"1","20151006",180450,"1775531","8547459",NHDFlowline,0.756000000000000,0.047525162636828,0.000077408895256,0.782,8.781,"226","241","51",5a,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"5"
1277,"02080201000276",Medium,"USGS, Water Resources Division","02014000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02014000,55.648420000000002,StreamGage,"8525619",USGS,"POTTS CREEK NEAR COVINGTON, VA","51",VA,153.000000000000000,396.269999999999982,37.729014079999999,-80.042280199999993,"1","20151006",176263,"1771308","8525619",NHDFlowline,0.427500000000000,0.041780152756331,0.000043690493049,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1279,"02080207000228",Medium,"USGS, Water Resources Division","02038850",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02038850,94.689700000000002,StreamGage,"8611825",USGS,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","51",VA,8.539999999999999,22.118600000000001,37.415424340000001,-78.635839200000007,"1","20151006",188835,"1784034","8611825",NHDFlowline,1.976400000000000,0.086684761072757,0.000201148859457,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1294,"02060003000278",Medium,"USGS, Water Resources Division","01586610",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01586610,53.928860000000000,StreamGage,"11688538",USGS,"MORGAN RUN NEAR LOUISVILLE, MD","24",MD,28.000000000000000,72.519999999999996,39.451888889999999,-76.955305600000003,"1","20151006",138889,"1733236","11688538",NHDFlowline,0.900900000000000,0.067620557693770,0.000094271010035,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
1317,"02070006000114",Medium,"USGS, Water Resources Division","01632900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01632900,9.655189999999999,StreamGage,"8441303",USGS,"SMITH CREEK NEAR NEW MARKET, VA","51",VA,93.599999999999994,242.424000000000007,38.693450159999998,-78.642793499999996,"1","20151006",156057,"1750772","8441303",NHDFlowline,76.012200000000007,0.559068195858534,0.007864258571808,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
1334,"02050306000358",Medium,"USGS, Water Resources Division","01580000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01580000,69.250579999999999,StreamGage,"4726301",USGS,"DEER CREEK AT ROCKS, MD","24",MD,94.400000000000006,244.496000000000009,39.629972199999997,-76.403305599999996,"1","20151006",133963,"1728242","4726301",NHDFlowline,3.068100000000000,0.107179376196739,0.000321860313219,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
